account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A01181,ACCT7172859619,Business,P03025,,Punjab National Bank,BR4481,2022-02-16,2025-05-05,Dormant,SRC010,0.88,2024-12-21 09:15:43,2025-12-12 20:39:17
A01182,ACCT3448311000,Current,P02711,,ICICI Bank,BR6890,2023-11-06,,Closed,SRC027,0.87,2024-07-21 17:28:39,2026-01-10 20:05:46
A01183,ACCT7568146769,Business,P01444,,Bank of Baroda,BR5636,2019-04-28,,Under Review,SRC020,0.89,2024-07-26 19:44:37,2024-08-03 23:44:37
A01184,ACCT8550439354,Business,,O0482,Axis Bank,BR8859,2022-10-01,,Dormant,SRC011,0.85,2024-11-10 14:12:15,2025-07-07 05:10:29
A01185,ACCT9151703536,Savings,P01463,,ICICI Bank,BR2528,2023-03-08,,Closed,SRC013,0.87,2025-03-10 03:00:36,2026-03-31 14:35:05
A01186,ACCT2933257076,Business,,O0156,State Bank of India,BR5942,2021-05-19,,Under Review,SRC009,0.91,2024-09-20 14:24:49,2024-10-14 04:24:49
A01187,ACCT6777295566,Current,,O0452,Bank of Baroda,BR2498,2020-09-06,,Active,SRC007,0.91,2024-04-04 00:02:05,2024-12-29 03:25:29
A01188,ACCT6887945386,Current,P03409,,HDFC Bank,BR1043,2022-06-07,,Under Review,SRC009,0.94,2024-07-16 14:36:42,2026-06-09 00:59:05
A01189,ACCT6513562033,Business,P02599,,Bank of Baroda,BR5014,2025-11-06,,Under Review,SRC029,0.9,2024-10-07 17:54:47,2026-08-14 17:52:08
A01190,ACCT4955936127,Business,P00608,,ICICI Bank,BR7899,2020-01-01,,Under Review,SRC030,0.94,2026-07-08 18:15:11,2026-07-19 21:15:11
A01191,ACCT6606063337,Savings,P01854,,Axis Bank,BR7615,2024-08-30,,Under Review,SRC001,0.87,2024-01-24 04:20:39,2024-01-28 12:20:39
A01192,ACCT3283805724,Savings,P00264,,HDFC Bank,BR3132,2023-07-10,,Under Review,SRC007,0.88,2026-04-16 19:16:04,2026-05-15 12:16:04
A01193,ACCT8681019777,Current,P02768,,Punjab National Bank,BR6854,2025-04-19,,Active,SRC002,0.94,2025-01-01 03:16:19,2026-07-27 22:25:59
A01194,ACCT2923642102,Savings,P00648,,ICICI Bank,BR9274,2021-06-27,,Active,SRC010,0.83,2024-02-23 06:00:41,2024-05-15 01:51:50
A01195,ACCT8882138062,Savings,P00483,,Punjab National Bank,BR5632,2026-03-31,,Closed,SRC012,0.89,2025-03-29 14:14:50,2025-04-11 11:14:50
A01196,ACCT2720641921,Business,P03333,,Punjab National Bank,BR2608,2025-03-30,,Active,SRC007,0.92,2025-01-02 07:11:22,2025-01-21 06:11:22
A01197,ACCT8553253769,Current,P03337,,Axis Bank,BR5354,2022-11-14,,Closed,SRC002,0.84,2025-03-03 02:13:01,2026-07-25 03:34:10
A01198,ACCT8130811464,Business,,O0082,State Bank of India,BR9765,2017-06-19,,Dormant,SRC001,0.93,2025-05-28 10:29:09,2025-06-05 07:29:09
A01199,ACCT2965346357,Current,P03540,,ICICI Bank,BR1323,2020-03-04,,Closed,SRC009,0.97,2025-04-14 06:28:07,2026-01-24 20:05:04
A01200,ACCT5988214873,Business,P03519,,Bank of Baroda,BR3385,2016-09-28,,Under Review,SRC012,0.81,2024-02-14 14:59:36,2024-10-14 14:43:23
A01201,ACCT7401554108,Business,P01171,,State Bank of India,BR8089,2025-07-18,,Active,SRC019,0.93,2025-12-30 10:12:47,2026-01-05 12:12:47
A01202,ACCT3324389209,Business,P03923,,Axis Bank,BR9296,2020-04-13,,Dormant,SRC005,0.84,2025-01-04 16:12:05,2026-03-10 19:28:03
A01203,ACCT1573789994,Savings,P03609,,State Bank of India,BR9333,2023-04-24,,Dormant,SRC021,0.98,2025-11-28 03:52:43,2025-12-04 15:52:43
A01204,ACCT1252687410,Current,,O0116,State Bank of India,BR8082,2025-10-22,,Active,SRC007,0.95,2025-11-04 10:15:49,2026-07-29 05:43:19
A01205,ACCT1929663946,Current,P03480,,HDFC Bank,BR1734,2024-07-04,,Closed,SRC004,0.81,2024-11-19 18:55:58,2025-07-13 22:29:52
A01206,ACCT3621363801,Business,,O0460,ICICI Bank,BR9719,2019-03-05,2025-11-27,Active,SRC028,0.81,2025-12-04 19:23:45,2025-12-30 11:23:45
A01207,ACCT3343004901,Savings,,O0212,Bank of Baroda,BR1976,2025-05-01,,Closed,SRC007,0.92,2024-07-12 20:37:14,2024-09-02 01:50:03
A01208,ACCT3623450418,Business,,O0310,ICICI Bank,BR7011,2025-12-11,,Active,SRC003,0.95,2026-02-14 17:27:19,2026-02-15 07:27:19
A01209,ACCT1488530539,Savings,P01726,,Punjab National Bank,BR6910,2020-10-04,,Active,SRC022,0.92,2026-07-31 18:59:27,2026-08-06 02:43:25
A01210,ACCT2299781530,Current,P01196,,Punjab National Bank,BR2223,2023-05-04,,Active,SRC012,0.87,2025-10-16 21:16:03,2025-10-21 04:16:03
A01211,ACCT9928206018,Savings,P03481,,ICICI Bank,BR6396,2020-01-20,,Active,SRC007,0.85,2025-11-12 01:58:03,2025-11-19 16:58:03
A01212,ACCT4693925313,Business,P03346,,State Bank of India,BR3307,2021-06-24,,Dormant,SRC003,0.99,2026-02-03 09:16:54,2026-03-04 02:16:54
A01213,ACCT3179239061,Savings,P02003,,Punjab National Bank,BR3617,2025-02-14,,Dormant,SRC013,0.92,2025-08-11 12:01:37,2026-05-23 03:35:35
A01214,ACCT4142160965,Current,P00601,,Bank of Baroda,BR5884,2025-05-18,,Dormant,SRC015,0.89,2024-05-18 16:54:33,2024-11-30 20:56:21
A01215,ACCT7166696685,Savings,P02443,,HDFC Bank,BR6953,2025-09-02,,Dormant,SRC002,0.85,2024-11-18 21:54:22,2024-12-04 20:54:22
A01216,ACCT5883930067,Savings,P03081,,State Bank of India,BR6963,2023-02-05,,Under Review,SRC023,0.92,2024-10-07 15:54:08,2025-09-04 13:37:51
A01217,ACCT5544263617,Current,P02355,,HDFC Bank,BR4992,2017-09-09,,Closed,SRC013,0.89,2025-03-08 08:56:38,2025-03-16 16:56:38
A01218,ACCT8889763992,Current,P02494,,ICICI Bank,BR5478,2024-12-02,,Dormant,SRC014,0.87,2024-11-03 06:36:51,2025-03-07 11:03:27
A01219,ACCT4360570209,Savings,P01910,,Bank of Baroda,BR5914,2017-01-28,,Closed,SRC001,0.91,2025-09-02 03:51:02,2026-06-17 19:01:49
A01220,ACCT5868302174,Business,P02631,,Punjab National Bank,BR2291,2025-01-29,2026-08-20,Active,SRC026,0.96,2025-05-18 20:29:23,2025-05-26 02:29:23
A01221,ACCT6264173017,Current,P00257,,Bank of Baroda,BR3911,2022-01-22,,Active,SRC007,0.94,2025-09-02 02:53:46,2026-06-22 07:54:53
A01222,ACCT3923506159,Current,P03918,,ICICI Bank,BR2712,2022-01-07,,Dormant,SRC017,0.84,2026-01-05 11:05:35,2026-01-28 06:55:10
A01223,ACCT5227123508,Business,P00971,,State Bank of India,BR9558,2025-06-20,,Closed,SRC011,0.87,2025-06-06 06:42:50,2026-02-14 20:39:44
A01224,ACCT5714620723,Current,P02482,,Punjab National Bank,BR4079,2025-01-09,,Closed,SRC003,0.88,2025-04-12 10:12:20,2025-04-27 06:12:20
A01225,ACCT4523271650,Business,P02587,,ICICI Bank,BR8312,2016-10-21,,Dormant,SRC013,0.91,2024-02-17 14:34:26,2025-11-23 08:29:51
A01226,ACCT1812690845,Business,P03181,,ICICI Bank,BR7063,2022-12-06,2026-01-03,Dormant,SRC025,0.91,2024-07-21 07:00:00,2025-12-16 08:39:25
A01227,ACCT9697466962,Savings,P01548,,ICICI Bank,BR5554,2016-09-25,,Under Review,SRC028,0.95,2025-03-03 13:55:25,2025-04-29 18:54:03
A01228,ACCT3894255320,Current,P03716,,Bank of Baroda,BR6334,2021-09-24,,Active,SRC010,0.95,2024-10-12 16:30:31,2025-09-09 15:44:47
A01229,ACCT6321084577,Savings,P01325,,Bank of Baroda,BR7510,2017-04-19,,Dormant,SRC019,0.85,2024-07-21 18:52:35,2024-09-26 03:57:12
A01230,ACCT6180808228,Savings,P03276,,Punjab National Bank,BR6751,2026-02-24,,Closed,SRC012,0.8,2025-10-04 20:43:12,2026-06-17 18:16:58
A01231,ACCT3901600668,Savings,P03346,,State Bank of India,BR3424,2020-06-21,,Under Review,SRC008,0.94,2025-02-28 09:16:14,2025-03-03 21:16:14
A01232,ACCT7829733133,Business,,O0135,ICICI Bank,BR6298,2024-06-20,2026-03-13,Under Review,SRC003,0.82,2026-03-08 20:39:24,2026-03-11 13:39:24
A01233,ACCT2120808211,Savings,,O0383,Punjab National Bank,BR2924,2020-02-25,,Closed,SRC001,0.85,2024-09-02 16:17:39,2026-04-05 11:00:23
A01234,ACCT6236500470,Savings,,O0430,State Bank of India,BR6049,2026-01-01,,Closed,SRC014,0.82,2024-05-07 07:54:34,2026-03-03 09:44:06
A01235,ACCT3134296152,Current,P03309,,ICICI Bank,BR3425,2018-09-18,2026-03-29,Dormant,SRC006,0.95,2026-08-19 02:24:13,2026-09-04 23:59:59
A01236,ACCT5472980062,Business,P00436,,HDFC Bank,BR2470,2017-06-15,,Active,SRC009,0.93,2026-08-12 03:16:16,2026-08-12 13:16:16
A01237,ACCT7342839665,Savings,P01230,,Axis Bank,BR5409,2019-11-06,,Under Review,SRC027,0.96,2024-08-30 07:24:44,2024-09-19 09:24:44
A01238,ACCT6531044187,Current,P02791,,Axis Bank,BR9088,2025-11-08,,Under Review,SRC019,0.98,2025-06-23 03:48:11,2025-07-16 12:36:27
A01239,ACCT1191315112,Current,P02403,,HDFC Bank,BR5067,2017-07-18,,Under Review,SRC030,0.96,2024-09-06 04:49:06,2024-09-19 23:49:06
A01240,ACCT8205174151,Savings,,O0384,Axis Bank,BR2622,2020-08-10,,Dormant,SRC023,0.98,2025-07-09 19:47:07,2026-02-13 12:53:22
A01241,ACCT3868081287,Savings,P02304,,State Bank of India,BR8969,2018-09-05,,Closed,SRC010,0.85,2026-03-06 15:09:44,2026-03-16 00:09:44
A01242,ACCT8869465537,Business,P02845,,State Bank of India,BR4702,2017-06-07,,Under Review,SRC012,0.94,2026-06-02 07:00:37,2026-06-09 22:00:37
A01243,ACCT8472830917,Savings,P03497,,ICICI Bank,BR1657,2025-10-06,,Under Review,SRC021,0.88,2026-08-05 03:35:53,2026-09-03 04:35:53
A01244,ACCT6511812982,Current,,O0453,State Bank of India,BR5321,2023-03-15,2025-10-21,Active,SRC012,0.85,2026-05-19 17:45:34,2026-05-28 06:45:34
A01245,ACCT1516065164,Savings,,O0223,Punjab National Bank,BR7679,2020-11-23,2026-07-12,Under Review,SRC016,0.93,2025-05-28 03:41:06,2025-06-18 03:41:06
A01246,ACCT8311255543,Business,P01614,,Punjab National Bank,BR6639,2017-01-05,,Dormant,SRC026,0.94,2026-08-07 04:31:13,2026-08-10 20:31:13
A01247,ACCT7561520276,Savings,P00631,,HDFC Bank,BR9118,2021-03-26,,Dormant,SRC010,0.85,2025-11-07 14:53:17,2025-11-08 19:53:17
A01248,ACCT8789794017,Current,P00812,,Bank of Baroda,BR4154,2025-05-30,2024-09-16,Active,SRC013,0.96,2025-01-16 18:13:06,2025-05-14 00:56:03
A01249,ACCT8852132227,Business,,O0254,ICICI Bank,BR9804,2017-02-05,2024-12-24,Closed,SRC021,0.9,2024-06-18 10:11:39,2024-07-06 12:11:39
A01250,ACCT6688241124,Savings,P00415,,ICICI Bank,BR1549,2017-02-14,,Dormant,SRC028,0.92,2025-05-30 04:06:36,2025-06-12 02:06:36
A01251,ACCT7401382777,Business,P00269,,Axis Bank,BR6220,2021-01-08,,Closed,SRC001,0.86,2025-03-23 10:46:52,2025-04-06 15:43:15
A01252,ACCT3792930179,Current,P02133,,Axis Bank,BR5100,2017-03-14,,Dormant,SRC003,0.97,2024-04-19 17:21:16,2025-08-21 23:16:14
A01253,ACCT5066894484,Current,,O0025,State Bank of India,BR4594,2024-08-15,,Dormant,SRC017,0.86,2025-06-02 05:33:22,2025-06-09 06:33:22
A01254,ACCT9201793359,Savings,P03462,,ICICI Bank,BR3454,2023-06-22,,Under Review,SRC001,0.96,2025-12-30 22:47:06,2026-01-12 08:47:06
A01255,ACCT6180914265,Business,P00331,,ICICI Bank,BR9880,2018-07-13,,Under Review,SRC003,0.85,2025-01-20 03:07:37,2025-07-03 08:38:21
A01256,ACCT4215434927,Current,P01240,,ICICI Bank,BR4319,2021-08-27,,Closed,SRC020,0.86,2024-01-11 14:34:32,2024-08-10 02:27:25
A01257,ACCT6155242346,Current,P00245,,Bank of Baroda,BR7939,2021-08-15,,Closed,SRC006,0.91,2024-04-08 05:21:37,2026-08-21 14:10:53
A01258,ACCT8519423637,Business,P01644,,Punjab National Bank,BR6524,2019-01-24,,Dormant,SRC023,0.91,2026-08-24 10:50:49,2026-08-28 06:50:49
A01259,ACCT2836230410,Current,P01719,,State Bank of India,BR3576,2025-03-28,,Under Review,SRC023,0.81,2024-03-08 19:18:42,2024-04-01 17:29:38
A01260,ACCT2026549874,Business,P03969,,State Bank of India,BR6280,2024-02-23,,Active,SRC026,0.83,2025-05-30 21:56:43,2025-09-14 01:43:59
A01261,ACCT4969458627,Current,,O0157,HDFC Bank,BR1679,2018-03-01,,Dormant,SRC017,0.97,2024-06-11 08:05:42,2025-08-13 18:21:58
A01262,ACCT3402275139,Business,P01359,,HDFC Bank,BR1167,2026-06-03,,Closed,SRC001,0.92,2025-02-12 14:06:06,2025-02-24 01:06:06
A01263,ACCT9485977482,Savings,P01883,,State Bank of India,BR5267,2024-11-07,,Active,SRC012,0.9,2024-12-31 20:48:28,2025-04-11 14:47:51
A01264,ACCT3643384817,Business,,O0440,Axis Bank,BR8127,2020-06-12,2025-04-18,Active,SRC024,0.81,2024-02-06 22:14:47,2026-05-15 23:02:22
A01265,ACCT7638626947,Current,P02045,,Bank of Baroda,BR1199,2021-11-14,,Active,SRC025,0.82,2026-06-18 13:51:02,2026-07-15 14:51:02
A01266,ACCT1455052913,Current,,O0281,Axis Bank,BR4677,2024-04-01,,Closed,SRC018,0.89,2025-01-13 02:48:47,2025-07-14 02:51:33
A01267,ACCT1679508590,Current,,O0107,Bank of Baroda,BR1873,2025-12-09,2025-10-18,Active,SRC024,0.87,2024-07-23 06:38:15,2025-06-10 01:26:32
A01268,ACCT2761091046,Business,P00512,,Punjab National Bank,BR2379,2018-02-03,,Closed,SRC021,0.88,2025-07-22 12:38:51,2025-08-14 14:38:51
A01269,ACCT1886711297,Current,P03069,,ICICI Bank,BR9371,2023-07-06,,Active,SRC029,0.94,2024-07-07 09:23:50,2025-06-11 05:54:01
A01270,ACCT6476390955,Savings,P03423,,Axis Bank,BR6354,2022-07-26,,Active,SRC029,0.91,2025-08-22 01:42:00,2025-09-10 04:42:00
A01271,ACCT8867831688,Savings,,O0200,ICICI Bank,BR1013,2022-05-19,,Under Review,SRC010,0.81,2025-07-24 21:51:12,2025-08-04 15:51:12
A01272,ACCT6511142050,Savings,P00716,,HDFC Bank,BR7590,2026-07-09,,Under Review,SRC028,0.97,2024-01-23 14:23:59,2024-04-27 11:19:53
A01273,ACCT1877929112,Business,P00006,,ICICI Bank,BR5159,2024-01-29,,Under Review,SRC017,0.88,2025-03-23 22:43:20,2025-04-19 10:43:20
A01274,ACCT1261833505,Current,,O0240,HDFC Bank,BR3660,2024-03-10,,Dormant,SRC013,0.92,2024-10-19 09:43:31,2024-11-11 19:09:36
A01275,ACCT2248125058,Business,P00938,,HDFC Bank,BR2155,2018-05-28,,Dormant,SRC001,0.86,2025-02-28 14:30:15,2026-08-29 18:45:13
A01276,ACCT9422759758,Business,P01961,,HDFC Bank,BR2533,2019-05-14,,Dormant,SRC005,0.87,2025-04-02 21:53:43,2025-04-18 07:53:43
A01277,ACCT9042131271,Savings,P01722,,HDFC Bank,BR3472,2019-12-07,,Active,SRC004,0.87,2024-03-28 23:38:50,2024-08-27 00:09:14
A01278,ACCT7546519990,Business,P01056,,Axis Bank,BR2463,2022-07-21,,Active,SRC029,0.99,2026-03-24 23:48:10,2026-04-16 02:48:10
A01279,ACCT9734503986,Current,,O0485,Axis Bank,BR9602,2023-06-10,2024-11-18,Dormant,SRC020,0.9,2025-07-16 07:07:56,2026-05-07 06:09:54
A01280,ACCT6366213644,Current,P02667,,Punjab National Bank,BR2346,2019-01-11,,Closed,SRC015,0.97,2025-04-05 13:05:50,2026-02-16 03:55:44
A01281,ACCT7307071348,Current,P02580,,State Bank of India,BR9151,2022-03-11,,Closed,SRC018,0.89,2026-02-27 10:14:31,2026-03-10 09:14:31
A01282,ACCT5184238131,Current,,O0344,Axis Bank,BR5852,2026-01-18,,Dormant,SRC010,0.93,2024-05-21 10:58:58,2025-09-16 05:48:54
A01283,ACCT2483618468,Savings,P01094,,State Bank of India,BR6672,2025-01-02,,Under Review,SRC022,0.9,2024-04-23 13:58:35,2026-05-07 09:25:58
A01284,ACCT5476851657,Business,P02549,,HDFC Bank,BR3574,2017-01-17,,Closed,SRC025,0.9,2025-12-21 04:30:00,2026-01-18 03:30:00
A01285,ACCT1553971959,Current,P01072,,Punjab National Bank,BR4207,2019-07-21,,Closed,SRC008,0.85,2024-11-29 23:50:07,2024-12-12 14:50:07
A01286,ACCT8985556052,Savings,,O0081,State Bank of India,BR6619,2024-02-04,,Active,SRC030,0.8,2024-01-17 04:58:45,2024-12-27 06:06:55
A01287,ACCT7847498585,Current,,O0242,HDFC Bank,BR5697,2025-05-18,,Active,SRC021,0.95,2025-05-15 13:13:31,2025-05-23 22:13:31
A01288,ACCT6397140046,Current,P00189,,Axis Bank,BR3350,2018-09-08,,Under Review,SRC008,0.9,2026-02-07 03:37:18,2026-02-12 08:48:01
A01289,ACCT7770604055,Savings,P01028,,HDFC Bank,BR3463,2022-08-19,,Closed,SRC024,0.97,2024-06-16 10:10:28,2025-06-08 02:00:35
A01290,ACCT4091898578,Current,P01970,,HDFC Bank,BR6011,2018-05-05,,Dormant,SRC020,0.91,2026-03-08 02:51:28,2026-03-09 03:51:28
A01291,ACCT4327292625,Business,P00463,,Bank of Baroda,BR1127,2019-12-05,2025-12-05,Active,SRC012,0.9,2024-07-30 06:46:08,2024-08-23 09:51:22
A01292,ACCT5232605875,Savings,P01964,,ICICI Bank,BR4388,2018-08-05,,Active,SRC008,0.87,2024-06-13 08:00:29,2025-02-05 03:46:45
A01293,ACCT3594924958,Business,,O0358,ICICI Bank,BR3057,2022-08-07,,Under Review,SRC014,0.87,2024-08-22 03:21:27,2025-09-18 14:04:30
A01294,ACCT9228608043,Savings,P00122,,Axis Bank,BR6628,2019-05-07,,Under Review,SRC026,0.92,2025-08-27 04:49:54,2025-09-01 08:49:54
A01295,ACCT3286783447,Business,P00906,,State Bank of India,BR5218,2023-01-23,,Under Review,SRC021,0.87,2026-04-21 13:40:36,2026-05-03 00:40:36
A01296,ACCT1345183318,Business,P00380,,HDFC Bank,BR9822,2024-01-02,,Dormant,SRC021,0.83,2026-02-28 11:08:06,2026-03-10 04:08:06
A01297,ACCT1381563266,Savings,P00542,,ICICI Bank,BR4471,2020-12-15,,Closed,SRC004,0.9,2026-08-23 03:15:04,2026-09-04 23:59:59
A01298,ACCT3451703690,Current,P03980,,ICICI Bank,BR2122,2023-08-13,,Active,SRC004,0.99,2026-07-06 16:17:29,2026-07-18 07:17:29
A01299,ACCT3551044629,Business,P01758,,Punjab National Bank,BR6179,2021-09-24,,Closed,SRC024,0.8,2025-03-10 13:37:58,2026-02-04 20:28:03
A01300,ACCT4871033932,Savings,,O0372,HDFC Bank,BR2247,2025-04-02,,Active,SRC027,0.84,2024-11-06 22:39:17,2026-06-28 07:56:33
